timestamp,ip_address,access_token,http_method,invoke_path,cookie,accept,content_type,x_forwarded_for,user_agent,response_code
2020-03-18 20:32:48.382651,208.72.230.90,fe15090b-dbd7-3fb5-84e9-55c531ec2e6a,GET,cricket/1/menu,JSESSIONID=pfupaaw8rjm6ih6crbp4i0dpdl1fm5z,application/json,application/json,208.72.230.90,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.387136,203.0.10.190,ad4d295f-c4a9-3723-b8ce-d15a6c280b9e,GET,payment/1/menu,JSESSIONID=51spyybeicarxhng8fp52rk1xl5u17l,application/json,application/json,203.0.10.190,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 20:32:48.409908,83.99.14.248,dfcc334b-b20c-39ed-8e6b-d8359901fd04,GET,map/1/menu,JSESSIONID=5zzky5uoh0zwue3sxbtjw341tgv66hh,application/json,application/json,83.99.14.248,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 20:32:48.427095,197.212.52.255,6423ae5b-b665-32be-9ab2-0ebb67aa97e9,GET,cricket/1/menu,JSESSIONID=f25tb8yt9hyj478yw5qo39h0lvqdi5r,application/json,application/json,197.212.52.255,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.428795,115.133.69.78,04b04e31-efd3-3337-966a-48f8e770f017,GET,cricket/1/menu,JSESSIONID=mitmt6lv3wctbche9b3s2jjarfskpuf,application/json,application/json,115.133.69.78,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.436837,192.53.195.42,064a6011-6fcb-3420-a80d-da30b1095575,GET,cricket/1/menu,JSESSIONID=7feqwnhf3e8brezqour216wddf20pqc,application/json,application/json,192.53.195.42,"Mozilla/4.0 (compatible; MSIE 6.1; Windows XP)",200
2020-03-18 20:32:48.438495,192.243.59.41,aaea3338-83c9-34f4-825c-ff3eeb82fc57,GET,map/1/menu,JSESSIONID=174qt7aeu8hymu0wwmlpppq1klq8sua,application/json,application/json,192.243.59.41,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.444850,93.92.47.19,292d5096-cfe3-3b5e-b4ec-159dd7b8f84d,GET,cricket/1/menu,JSESSIONID=hmz2jpjg0lsgph3jsp6x0pwyf9g0oqv,application/json,application/json,93.92.47.19,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 20:32:48.445890,216.147.159.88,425b6629-21bf-382f-8181-75b11661293b,GET,cricket/1/menu,JSESSIONID=ij2fzfg7oz63e6roknyzv7hv4mldw8u,application/json,application/json,216.147.159.88,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.513234,197.225.188.215,71d67114-5847-3bab-82e6-c3995c839fca,GET,map/1/menu,JSESSIONID=sfjuz51nlwy1ve6lq99jlk7ewgxztfx,application/json,application/json,197.225.188.215,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 20:32:48.522006,192.25.199.192,6d05d3f6-0e28-3ace-88f9-7fa09e8ec99c,GET,cricket/1/menu,JSESSIONID=lfecyb3kg92nypp796cp3w8jh6xcnfq,application/json,application/json,192.25.199.192,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.526492,93.92.47.19,292d5096-cfe3-3b5e-b4ec-159dd7b8f84d,GET,cricket/1/menu,JSESSIONID=hmz2jpjg0lsgph3jsp6x0pwyf9g0oqv,application/json,application/json,93.92.47.19,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 20:32:48.547786,181.126.193.121,f8f58371-1da2-3c16-b6c3-bcaa8b7c0afd,GET,map/1/menu,JSESSIONID=zb6gl0cvglw6tewcwaqckhfdvvu3ysx,application/json,application/json,181.126.193.121,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.585018,190.4.44.167,ca1a7b69-e679-3cd2-9c14-545cb7b3b2a2,GET,map/1/menu,JSESSIONID=zek6g6wm6qquwomc3fx8jxautccc1j9,application/json,application/json,190.4.44.167,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.598333,124.240.201.94,616edee7-ba93-3a59-b4ea-a1e11518d2a7,GET,map/1/menu,JSESSIONID=2m9a9oze3yi2k2j7ydudqzmye7yc084,application/json,application/json,124.240.201.94,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 20:32:48.598333,77.182.254.185,4376271d-3e85-3d7d-84b2-566db585e893,GET,map/1/menu,JSESSIONID=1uywu2j7qt1uhxf3cxhmwmszeq335cu,application/json,application/json,77.182.254.185,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.618449,41.82.0.237,ec0280af-4fb9-3197-b7fd-e637135e90cb,GET,cricket/1/menu,JSESSIONID=0rzwv5tnswj5e1mjm2e9qlxu7f73dnl,application/json,application/json,41.82.0.237,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 20:32:48.636552,77.38.35.60,aca27d2c-8357-3102-be71-49e5eb2fd631,GET,map/1/menu,JSESSIONID=eqrz7he9p36kdec7a96z5bet4a7i6hm,application/json,application/json,77.38.35.60,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 20:32:48.654443,103.43.205.189,f064a063-3437-3e55-b3ab-219dd9100baa,GET,news/1/menu,JSESSIONID=ppesfjsmkbazs4qoliyqughbovghn70,application/json,application/json,103.43.205.189,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.661421,176.47.93.10,cbff5de0-6d69-317b-bb77-a9164e89d7ed,GET,cricket/1/menu,JSESSIONID=nwid8uruwts0gtn8xulajpcolc85dru,application/json,application/json,176.47.93.10,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 20:32:48.668540,79.101.129.29,7b42f241-840c-394f-a601-e51a45c5927d,GET,cricket/1/menu,JSESSIONID=69c59u6fvajz4inaauapt01ucjmh6fr,application/json,application/json,79.101.129.29,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 20:32:48.669022,202.124.233.126,9b1b4123-462b-3cb9-92a0-23685c70c731,GET,cricket/1/menu,JSESSIONID=5zcaeyieb0fuv9oevihmww9ixtmbn6d,application/json,application/json,202.124.233.126,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.698953,89.214.178.173,9534d888-628f-379f-bd69-ac8b8755025e,GET,news/1/menu,JSESSIONID=jhf7ghuh90940brc0mxfrxi32oh7spt,application/json,application/json,89.214.178.173,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.699032,197.159.17.7,cb1e8b2e-222d-3a2f-af2b-20dab560eedc,GET,weather/1/menu,JSESSIONID=lokmqeejsc7vp0n3zrq7qdeo30sgm61,application/json,application/json,197.159.17.7,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.701478,185.248.158.137,83db6cc2-f7df-329e-973c-52f88aa682bb,GET,weather/1/menu,JSESSIONID=t13cbgk99lto14k9oag0m0v3ttnu8cb,application/json,application/json,185.248.158.137,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.704404,192.25.199.192,6d05d3f6-0e28-3ace-88f9-7fa09e8ec99c,GET,cricket/1/menu,JSESSIONID=lfecyb3kg92nypp796cp3w8jh6xcnfq,application/json,application/json,192.25.199.192,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.705006,192.48.88.242,65e462a8-fcf6-3c31-bb44-e8f32ab45026,GET,map/1/menu,JSESSIONID=cnkb62xegn411yb0jzm9b4d9tztdvdk,application/json,application/json,192.48.88.242,"Opera/9.80 (Windows NT 5.2; U; ru) Presto/2.5.22 Version/10.51",200
2020-03-18 20:32:48.706729,192.53.44.89,91bfb393-b6f9-3b92-991c-b5d09f52e3d7,GET,places/1/menu,JSESSIONID=nm6vomh64vxz0vxkx0h40lv114m82c2,application/json,application/json,192.53.44.89,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 20:32:48.710485,80.73.211.114,1f31679b-462c-39ff-9513-1222ebd0f105,GET,map/1/menu,JSESSIONID=togdt2amzh4godk57uv5jxkgwipf6q9,application/json,application/json,80.73.211.114,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 20:32:48.715992,117.20.37.132,7f3c7c74-e6e4-3ee2-9f1c-9a71505eff6b,GET,places/1/menu,JSESSIONID=j7o0zgq5tgwo5h260tnbk94q2u3uapk,application/json,application/json,117.20.37.132,"Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.3) Gecko/20090913 Firefox/3.5.3",200
2020-03-18 20:32:48.765150,202.47.154.251,9f9c0a75-0c48-32c1-819e-8e32214af390,GET,map/1/menu,JSESSIONID=f975r610h1kgsj9wz4l3pxgkre5v673,application/json,application/json,202.47.154.251,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.1) Gecko/20090718 Firefox/3.5.1",200
2020-03-18 20:32:48.776178,203.0.115.154,935d3400-d568-37df-90e1-51569c2a5434,GET,cricket/1/menu,JSESSIONID=ffzlvwjd4nqnu6bpna2tfac2s8a8ycb,application/json,application/json,203.0.115.154,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.788901,65.48.139.175,083b2844-617c-3486-b238-01892a91f456,GET,map/1/menu,JSESSIONID=2uq0y2szcqmlacp18beomm9tx7dp5d4,application/json,application/json,65.48.139.175,"Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US)",200
2020-03-18 20:32:48.795522,209.59.93.228,1ca0487c-639a-3fda-a77a-82cc5f52c9ff,GET,map/1/menu,JSESSIONID=ni2uq0xhms5u94wu0j015hft6cg2jv7,application/json,application/json,209.59.93.228,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.802279,109.88.143.113,40a66485-282b-3bfa-a718-d051cd484296,GET,news/1/menu,JSESSIONID=rjj3hel18lsw80xmtlf6hgu946tl9no,application/json,application/json,109.88.143.113,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.802279,118.67.212.100,10b3360f-e388-3373-a8e1-8348adb45b09,GET,cricket/1/menu,JSESSIONID=z332efidfzvx593eubmltz1ian5ut6v,application/json,application/json,118.67.212.100,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.808567,196.62.52.191,4f69597d-41f8-352e-9aba-d32e6dcb3f98,GET,map/1/menu,JSESSIONID=h3c3xlvaxbjqbjx31thgtomefdcxdik,application/json,application/json,196.62.52.191,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; InfoPath.2)",200
2020-03-18 20:32:48.823728,102.164.247.37,bef205c5-3b6f-3174-9aca-5f0fb76d9320,GET,map/1/menu,JSESSIONID=q9bvq5oj65ak6p1fphbdfy1fmdzsz26,application/json,application/json,102.164.247.37,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.3) Gecko/20090824 Firefox/3.5.3 (.NET CLR 3.5.30729)",200
2020-03-18 20:32:48.846714,98.182.55.122,6e28b8ca-8ee2-3b40-a4d2-f16667f66865,GET,map/1/menu,JSESSIONID=jp2f3ohs3pqntakr84im0n65ql6j8ju,application/json,application/json,98.182.55.122,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.5.30729; .NET CLR 3.0.30729)",200
2020-03-18 20:32:48.865462,41.159.142.254,a8927d8e-b84a-3722-af99-8c89a2b44e9a,GET,cricket/1/menu,JSESSIONID=c99et76k9hbn31bt9mrcmn1fzc0ddbm,application/json,application/json,41.159.142.254,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
2020-03-18 20:32:48.880351,117.225.136.188,88aaa306-cfb1-38d6-b229-cb4999b6f0eb,GET,cricket/1/menu,JSESSIONID=3954eokfwf6y5m6ncbgvo4dte2dbztm,application/json,application/json,117.225.136.188,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0)",200
2020-03-18 20:32:48.882686,203.0.141.182,aa8d8eab-40a2-3263-830f-bdb548956220,GET,cricket/1/menu,JSESSIONID=7v1ogq5aklczqb54jrkglwyky1k97ld,application/json,application/json,203.0.141.182,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1",200
